,Clusters,organization_name,naics_code
12048,[429],Krp Masonry Inc.,238140.0
12049,[2289],Deco Contractors Ltd.,238140.0
12050,[407],Silver Eagle Construction Inc.,238140.0
12051,[1860],Blackadar Continuing Care Centre,623310.0
12052,[1103],1478384 Ontario Ltd. O/A B.A. Company,238140.0
12053,[1706],Step By Step Masonry,238140.0
12054,[2249],Lakeview Construction Co.,238140.0
12055,[2083],R.M.R. Masonry Ltd.,238140.0
12056,[521],B & B Masonry Co. Ltd.,238140.0
12057,[1247],M & M Bricklayers Masonry Ltd.,238140.0
12058,[981],Carrington Place,623310.0
12059,[20],1438729 Ontario Inc. O/A A & J Bricklayers,238140.0
12060,[1126],Piotr Grochowski Bn 864252117,238140.0
12061,[19],Norman Star Masonry,238140.0
12062,[1994],1188373 Ontario C.O.B. L & S Global Construction,238140.0
12063,[101],1591691 Ontario Inc.,238140.0
12064,[494],L.C.A. Bricklayers Ltd.,238140.0
12065,[2],1773162 Ontario Limited,238140.0
12066,[2812],White Eagle Construction,238140.0
12067,[238],Royal Masonry Inc.,238140.0
12068,[1959],State Masonry Ltd.,238140.0
12069,[288],Yellowpine Masonry Inc.,238140.0
12070,[2969],Modular Masonry Limited,238140.0
12071,[1942],Allianca Bricklayers Co.,238140.0
12072,[1636],Shore Masonry,238140.0
12073,[241],Lisbon Construction Inc.,238140.0
12074,[20],1102124 Ontario Ltd. O/A Forest Masonry,238140.0
12075,[2883],1194806 Ontario Inc.O/A Mountview Masonry,238140.0
12076,[105],M.A.C. Masonry,238140.0
12077,[371],Np Masonry,238140.0
12078,[1628],Threemar Construction Inc.,238140.0
12079,[3063],Siero Masonry Inc.,238140.0
12080,[1228],Northcan Masonry Ltd.,238140.0
12081,[542],Garden Terrace,623110.0
12082,[2223],Afonso Masonry Ltd.,238140.0
12083,[1994],1567818 Ontario Ltd. C.O.B. Canada Construction,238140.0
12084,[2359],Saint Elizabeth'S Peel Crisis Services,813310.0
12085,[2466],JMJ Construction Limited,238990.0
12086,[977],Citywide Masonry Group Inc.,238140.0
12087,[2384],L'Association Des Enseignantes Et Enseignants Franco-Ontariens,813930.0
12088,[1368],Armor Construction,238140.0
12089,[154],Loc-Pave Construction Ltd,238990.0
12090,[53],L.P. Masonry,238140.0
12091,[1965],Tete Bricklayers Ltd.,238140.0
12092,[1548],Saracon Construction Ltd.,238140.0
12093,[2883],719574 Ontario Inc. O/A Gale Construction,238140.0
12094,[1279],Alpha Masonry Inc.,238140.0
12095,[1504],Eagle Restoration Inc.,238390.0
12096,[1111],Interlocking Stone System & Landscaping Contracting,238140.0
12097,[2008],Holiday Inns of Canada Ltd. c.o.b. as Intercontinental Toronto Centre,721111.0
12098,[966],Favilis 2000 Inc.,238140.0
12099,[2296],Pharan Masonry Inc./1663709 Ontario Inc.,238140.0
12100,[1399],Jemini Motel Holdings O/A Comfort Inn Airport North Bay,
12101,[1842],Majestic Bricklayers Ltd./ Europark Masonry Inc.,238140.0
12102,[929],Keep Masonry Ltd.,238140.0
12103,[1850],Matric Masonry Ltd.,238140.0
12104,[253],Providence Manor,623110.0
12105,[2324],Oak Valley Masonry Ltd.,238140.0
12106,[1497],Residential Carpentry Contractors' Association of Greater Toronto on behalf of Distinct Design Trim,238350.0
12107,[853],Baris Masonry Limited,238140.0
12108,[1238],Caribbean Masonry Ltd.,238140.0
12109,[2069],Hena Construction Ltd.,238140.0
12110,[360],Rex Masonry Bricklayers/A & V Masonry,238140.0
12111,[989],Nord Gear Limited,333619.0
12112,[1944],Asteroid Construction Ltd.,238140.0
12113,[415],District Municipality of Muskoka,621911.0
12114,[153],T.M. Masonry Ltd.,238140.0
12115,[2387],Rioest Construction,238140.0
12116,[645],A.C.V. Construction Inc.,238140.0
12117,[1606],Andsam Masonry Company,238140.0
12118,[1247],M.B.C. Masonry Limited,238140.0
12119,[1266],Sunlight Construction Co.,238140.0
12120,[56],M & R Masonry Co. (452061 Ontario Ltd.),238140.0
12121,[2832],Mar-Lan Construction Ltd.,238140.0
12122,[797],Star Masonry & Renovations Ltd.,238140.0
12123,[694],Milenio Construction Group,238140.0
12124,[456],Manmar Bricklayers (1721812 Ontario Ltd.),238140.0
12125,[1994],2160929 Ontario Inc. O/A V.N. General Contracting,238140.0
12126,[1994],1714714 Ontario Ltd. c.o.b. as Bluewater Foodland,445110.0
12127,[958],V G J Construction Ltd.,238140.0
12128,[1845],New Age Masonry Ltd.,238140.0
12129,[367],Team Industrial,541380.0
12130,[2772],Nick Piccoli Construction Ltd.,237310.0
12131,[681],Ontario College of Trades,611510.0
12132,[683],Silver Rock Contractors,238140.0
12133,[999],Gara Masonry Contractor,238140.0
12134,[2],1400074 Ontario Limited,238140.0
12135,[1145],Braga Bricklayers Ltd.,238140.0
12136,[2359],Sagecare Inc. C.O.B. 147 Elder Street Inc.,623110.0
12137,[214],Dural Flooring Ltd.,236110.0
12138,[2236],Tyndall Place Nursing Home,623110.0
12139,[101],1228049 Ontario Ltd.,238140.0
12140,[891],C.E.D. Masonry,238140.0
12141,[643],1289644 Ontario Limited O/A W & G Construction,238140.0
12142,[1846],Thor Masonry,238140.0
12143,[1884],Friuli Fireplaces,238140.0
12144,[1087],Oxell Contracting Ltd.,238140.0
12145,[1559],Soana Masonry Inc.,238140.0
12146,[1381],Speedy Masonry Co. Ltd.,238140.0
12147,[1417],Atco Tile And Home Renovations,238140.0
12148,[1240],Corporation of the Municipality of Hastings Highlands and Hastings Highlands Public Library Board,913910.0
12149,[1565],A.C.E. Masonry,238140.0
12150,[696],Moose Construction & Sale,238140.0
12151,[3029],Jas Bricklayers Inc.,238140.0
12152,[1676],J-Aar Excavating Ltd.,237310.0
12153,[213],Independent Unionized Landscaping Contractors’ Association on behalf of D. Goepfert Gardening,238990.0
12154,[1721],Mini-Skool A Child's Place Inc.,624410.0
12155,[2883],1338509 Ontario Ltd. O/A Millennium Brick,238140.0
12156,[3031],D & L Masonry,238140.0
12157,[128],Josh Masonry Inc.,238140.0
12158,[3119],Top Gun Construction (1565985 Ontario Limited),238140.0
12159,[1317],Santo Antao Masonry Ltd.,238140.0
12160,[1982],Eusebio Ribeiro Construction Ltd./Unitel Construction Ltd.,238140.0
12161,[1317],Sanjak Aluminum Inc.,238160.0
12162,[514],Via North & South Bricklayers Ltd.,238140.0
12163,[2039],Toronto & District Carpentry Contractors Association on behalf of J & I Gaweda Construction Ltd.,238350.0
12164,[293],Pinnacle Masonry Inc.,238140.0
12165,[1202],Disegno Construction Inc.,238140.0
12166,[2507],Gandu Masonry Ltd.,238140.0
12167,[2992],Denil Construction Ltd.,238140.0
12168,[101],1721812 Ontario Ltd.,238140.0
12169,[1506],Bolder Construction,238140.0
12170,[1899],Colombus Aluminum & Roofing Ltd.,238160.0
12171,[3027],Cruzeiro Construction,238140.0
12172,[1993],Stonemill Snow Removal & Landscaping Inc.,238990.0
12173,[1169],Atco Construction Ltd.,238140.0
12174,[2599],Number One Construction,238140.0
12175,[373],Optima Masonry Ltd.,238140.0
12176,[2760],Alvides Masonry Inc.,238140.0
12177,[1612],Deep Foundations Contractors Inc,237990.0
12178,[520],Con-Via Construction,238140.0
12179,[2584],Weston Bakeries Limited,413190.0
12180,[108],A.B.S. Masonry Limited,238140.0
12181,[335],St. Gabriel's Villa of Sudbury,623110.0
12182,[3020],Stone River Masonry Inc.,238140.0
12183,[1130],Classic Construction Masonry,238140.0
12184,[231],Vpi Inc.,541612.0
12185,[39],D & K Masonry Contracting Ltd.,238140.0
12186,[1426],Brascan Inc.,238140.0
12187,[671],New Millennium Construction,238140.0
12188,[1185],Nalco Masonry Construction,238140.0
12189,[1747],Urmal Masonry Inc.,238140.0
12190,[2681],Wardet Limited,237110.0
12191,[1854],GJR Construction Ltd.,237310.0
12192,[2794],C.L. Masonry Ltd.,238140.0
12193,[3113],Downsview Long Term Care Centre,623110.0
12194,[288],Yellow Brick Masonry,238140.0
12195,[3025],C.A.R. Construction Ltd.,238140.0
12196,[1794],Grizzly Masonry Inc.,238140.0
12197,[1103],1431220 Ontario Ltd. o/a York Masonry,238140.0
12198,[1947],Millenium Bricklayers (1338509 Ontario Ltd.),238140.0
12199,[1475],Golden Key Masonry Ltd.,238140.0
12200,[1072],VPI-Inc.,541612.0
12201,[643],1544054 Ontario Inc. O/A France Masonry Ltd.,238140.0
12202,[559],Kcp Masonry,238140.0
12203,[15],Lusitania Masonry Contractors,238140.0
12204,[1376],Cruz E Filho Masonry,238140.0
12205,[910],Dodaro Landscaping Inc.,238990.0
12206,[1403],Krisko Construction,238140.0
12207,[1096],2554190 Ontario Inc. o/a Four Points by Sheraton Toronto Airport East,721111.0
12208,[432],C.S. Construction & Masonry Ltd.,238140.0
12209,[2594],Georgian Masonry,238140.0
12210,[455],Evolution Development Inc.,238140.0
12211,[438],Starbrick 3000 Ltd.,238140.0
12212,[832],Leal Masonry Ltd.,238140.0
12213,[437],Fieldport Masonry Inc.,238140.0
12214,[2084],Diplock Floor Limited,236110.0
12215,[2917],New Line Masonry Ltd.,238140.0
12216,[1777],"Ventas Canada Retirement III, LP (Sherbrooke Heights)",623310.0
12217,[1509],Casal Masonry,238140.0
12218,[1893],Master Brick Construction Inc.,238140.0
12219,[101],2229172 Ontario Inc.,238140.0
12220,[880],North Seven Construction Ltd./Botsem Construction Limited,238140.0
12221,[3180],A. Gomes Bricklayers (1606113 Ontario Inc.),238140.0
12222,[1768],Pole North Masonry,238140.0
12223,[250],Praca De Alegria Bricklayers Ltd.,238140.0
12224,[2968],Blezar Construction,238140.0
12225,[2701],First Masonry,238140.0
12226,[1760],Stone Angel Masonry,238140.0
12227,[2921],Cinco Quinas Masonry Ltd.,238140.0
12228,[3171],Pokrane Construction,238140.0
12229,[1764],W.J. Home Construction,238140.0
12230,[1637],Weston Down General Contractors Ltd.,238140.0
12231,[2775],GTI Aluminum Inc.,238190.0
12232,[3110],Scarborough Centre For Healthy Communities,624190.0
12233,[156],Pillar General Contracting Ltd.,238140.0
12234,[1994],977493 Ontario Ltd. O/A N & M Brothers Construction,238140.0
12235,[1298],4U2Nv Construction,238140.0
12236,[2896],K. Kilis Service,238140.0
12237,[2136],Pedreira Masonry Inc.,238140.0
12238,[1280],Fanecas Bricklayers Inc.,238140.0
12239,[1683],Starlane Masonry/Sundial Bricklayers Ltd./Sundial Masonry,238140.0
12240,[2051],Medeiros Brampton Construction Ltd.,238140.0
12241,[818],Royal Park Masonry Ltd.,238140.0
12242,[2],1656914 Ontario Limited,238140.0
12243,[1293],Corman Masonry Ltd.,238140.0
12244,[1993],Star One Motors o/a Mercedes-Benz Durham,441110.0
12245,[258],Shekinah Construction Ltd.,238140.0
12246,[1568],Vascar Masonry Ltd.,238140.0
12247,[683],Silva Masonry Corporation,238140.0
12248,[1762],Algom Masonry Inc./Maple Leaf Bricklayers/1024671 Ontario Ltd.,238140.0
12249,[2519],New Family Masonry Limited,238140.0
12250,[2883],1462502 Ontario Inc. O/A P.F. Construction,238140.0
12251,[1111],Invictors Bricklayers Ltd./Invictos Bricklayers Ltd.,238140.0
12252,[2596],Dezmic Masonry Ltd.,238140.0
12253,[2253],Zebio Masonry Ltd.,238140.0
12254,[296],Bob Construction Co.,238140.0
12255,[825],Crown Metal Packaging Canada Lp,332431.0
12256,[701],Carvalho Masonry Construction Ltd.,238140.0
12257,[79],Blue River Masonry Ltd.,238140.0
12258,[2201],Demac Properties Inc. (C.O.B. Raglan Village),623110.0
12259,[1941],Westbury Masonry Inc.,238140.0
12260,[1630],Diablo Contracting Ltd.,238140.0
12261,[2083],R.P.M. Masonry Ltd.,238140.0
12262,[1888],New Art General Contracting Ltd.,238140.0
12263,[643],2237043 Ontario Inc. O/A Rioest Construction,238140.0
12264,[87],Selba Industries Inc.,238350.0
12265,[1852],Express M. Investments,238140.0
12266,[1120],North Terra Construction Limited,236110.0
12267,[1623],C.D.C. Masonry Ltd.,238140.0
12268,[1103],1560295 Ontario Ltd. O/A Jrm Masonry,238140.0
12269,[337],Vilarino,238140.0
12270,[645],A.H.J. Bricklayers Ltd.,238140.0
12271,[2979],P.M.J. Masonry Ltd.,238140.0
12272,[1904],Rainbow Contracting,238140.0
12273,[3097],Pan Atlantic Construction Co.,238140.0
12274,[780],Fraco Products,238140.0
12275,[2272],1026490 Ontario Limited O/A Universal Construction Inc.,238140.0
12276,[2900],Primus Masonry Ltd.,238140.0
12277,[679],Lined Construction Ltd.,238140.0
12278,[105],M.L. Masonry Inc.,238140.0
12279,[1565],A.C.G. Masonry Ltd.,238140.0
12280,[100],Pentagon Masonry Ltd.,238140.0
12281,[892],Kadoc Masonry Ltd.,238140.0
12282,[2695],Focus 2003 Masonry Ltd.,238140.0
12283,[2110],Afcon Construction Ltd./1169756 Ontario Limited,238140.0
12284,[1990],S.S. Bricklayers,238140.0
12285,[562],Community Living Upper Ottawa Valley,623210.0
12286,[2],1440292 Ontario Limited,238140.0
12287,[2562],Varzim Construction Ltd.,238140.0
12288,[1428],Trump Masonry Inc.,238140.0
12289,[1936],M & Son Masonry Inc.,238140.0
12290,[639],Detail Masonry Inc./Detail Masonry Ltd.,238140.0
12291,[101],1521074 Ontario Inc.,238140.0
12292,[2687],Ten Star Construction,238140.0
12293,[2529],Rock Masonry,238140.0
12294,[51],Stock Transportation Ltd.,485410.0
12295,[2665],A.M.V. Construction,238140.0
12296,[2756],First Choice Excavating Ltd.,238910.0
12297,[1430],Oita Construction Ltd.,238140.0
12298,[1737],Hollywood Bricklayers Ltd.,238140.0
12299,[2102],Da Corte Construction Inc.,238140.0
12300,[2662],Canport Masonry Ltd.,238140.0
12301,[101],1135866 Ontario Inc.,238140.0
12302,[882],Sphinx Masonry Ltd.,238140.0
12303,[139],Woods Park Care Centre Inc,623110.0
12304,[1622],Bricklar Contracting Inc.,238140.0
12305,[213],Independent Unionized Landscaping Contractors’ Association on behalf of Delram Construction Limited,238990.0
12306,[2972],Poveiros Masonry Inc.,238140.0
12307,[1228],Norspec Filtration Ltd.,333413.0
12308,[563],Manlu Masonry Inc.,238140.0
12309,[143],Poval Construction Co. Ltd.,238140.0
12310,[1887],A & E Bricklayers Inc,238140.0
12311,[1834],Evloution Bricklayers,238140.0
12312,[135],North Star Masonry (1397764 On Inc.),238140.0
12313,[2351],Jat Masonry Ltd.,238140.0
12314,[641],Eurowall Masonry Ltd.,238140.0
12315,[3180],A.C.G. Construction / 1606653 Ontario Ltd.,238140.0
12316,[1393],Royal York Masonry 1501640 Ontario Ltd.,238140.0
12317,[1228],North Park Masonry Ltd.,238140.0
12318,[1974],J & K Brick Masters,238140.0
12319,[1824],Vita Community Living Services and Mens Sana Families For Mental Health,623210.0
12320,[684],Mk Budex Inc.,238140.0
12321,[1177],Tymex Masonry Contracting Ltd. Et Al,238140.0
12322,[2683],Acores T. Construction Inc.,238140.0
12323,[914],Solutions Contracting & Building Maintenance,238140.0
12324,[231],Vpi Inc.,541612.0
12325,[1017],Ghanaian Bricklayers,238140.0
12326,[101],1085311 Ontario Inc.,238140.0
12327,[105],M.V.P. Masonry,238140.0
12328,[643],1123276 Ontario Ltd. O/A C.N.T. Masonry Ltd.,238140.0
12329,[324],1164027 - Noveline Masonry Ltd.,238140.0
12330,[2773],Ravines Retirement Residence,623310.0
12331,[1765],Ecovisa Group Ltd.,238140.0
12332,[2092],2000 Bricklayers,238140.0
12333,[1388],Next Friday Masonry Ltd.,238140.0
12334,[1088],Rolnab Investments Limited,238140.0
12335,[926],D.A.D. Masonry Ltd.,238140.0
12336,[1371],Build Tech Enterprises Inc./ Build Tech Enterprises,238140.0
12337,[1342],Evergreen Mississauga CCRC Limited Partnership,623310.0
12338,[325],Dynamit Masonry Ltd.,238140.0
12339,[842],Victor Landscaping,238990.0
12340,[810],Bond Masonry,238140.0
12341,[399],ERC Metal Cladding Inc.,238170.0
12342,[2265],Jay Patry Enterprises Inc.,236110.0
12343,[115],1028622 Ontario Inc. O/A J.J. Construction/Jorpao Masonry/Jordis Masonry,238140.0
12344,[73],Acadian Bricklayers Ltd.,238140.0
12345,[1485],"The Council of Employers, Comprised of ACTRA and ACTRA Toronto",813930.0
12346,[1545],EF International Language Schools (Canada) Ltd.,611630.0
12347,[1881],Roman Eagle Masonry Ltd.,238140.0
12348,[1877],Seemelay Masonry,238140.0
12349,[1700],Ts Construction,238140.0
12350,[1628],The Law Society Of Upper Canada,541110.0
12351,[1177],Tyndall Seniors Village Retirement Home,623310.0
12352,[2317],Jag-El Shalon Construction Ltd.,238140.0
12353,[592],Heritage Masonry,238140.0
12354,[1693],Oliver Olives Inc./Sardo Foods,311420.0
12355,[2915],Carlete Masonry Ltd.,238140.0
12356,[2023],Red Cross Care Partners,621610.0
12357,[781],Ameron Masonry Contractors,238140.0
12358,[75],V.M.J. Construction Inc.,238140.0
12359,[2352],Nova Masonry,238140.0
12360,[1754],Sperduti A. Masonry Limited,238140.0
12361,[2563],Faro Bricklayers Ltd.,238140.0
12362,[101],2130056 Ontario Inc.,238140.0
12363,[645],A.S.R. Construction Ltd.,238140.0
12364,[212],J.O.M. Masonry Ltd.,238140.0
12365,[2197],Spring Masonry Ltd.,238140.0
12366,[3069],Second Star Construction O/A Barcelos Bricklayers Ltd./ Best Of The Best General Contracting Jack Martins Ltd.,238140.0
12367,[1744],Etica Masonry Ltd.,238140.0
12368,[113],Gdi Services (Canada) Lp,561722.0
12369,[2366],Premier Masonary,238140.0
12370,[203],Marcin Construction,238140.0
12371,[805],L.B.S. Investments,238140.0
12372,[101],1336764 Ontario Ltd.,238140.0
12373,[2587],The Curto'S Masonry Inc.,238140.0
12374,[1044],London Health Sciences Centre,622111.0
12375,[101],1024671 Ontario Ltd.,238140.0
12376,[193],Westtown Masonry,238140.0
12377,[2743],Denil Masonry Inc./Denil Masonry Ltd.,238140.0
12378,[92],Jj Bricklayers Inc.,238140.0
12379,[1201],J.J.J. Construction Company,238140.0
12380,[703],Goe Masonry Ltd.,238140.0
12381,[2256],Boon Masonry Inc.,238140.0
12382,[1103],1619164 Ontario Ltd. O/A J.M. Masonry,238140.0
12383,[1327],Bartek Masonry Ltd.,238140.0
12384,[1623],C.L. Bricklayers Inc.,238140.0
12385,[39],D & D Masonry (765408 Ontario Inc.),238140.0
12386,[2307],Done Right Masonry Ltd.,238140.0
12387,[49],Brook Restoration Ltd.,238990.0
12388,[2],1760827 Ontario Limited,238140.0
12389,[1103],1565985 Ontario Ltd. O/A Top Gun Mason,238140.0
12390,[1397],Decicco Homes,238140.0
12391,[1265],Rlc Glenarin Lp O/A Palisades On The Glen,623310.0
12392,[1834],Evolution Masonry Ltd.,238140.0
12393,[6],Corporation of The Township of Ramara,913910.0
12394,[1866],United Growth Inc. Masonry Contractors,238140.0
12395,[2612],Fcb Construction Ltd.,238140.0
12396,[2868],P.C.A. Masonry,238140.0
12397,[101],1040439 Ontario Inc.,238140.0
12398,[3107],Caxineiro Construction,238140.0
12399,[135],Nor Eng Construction & Engineering Inc.,237310.0
12400,[1559],Soares Masonry Inc.,238140.0
12401,[1249],P & B Masonry Ltd.,238140.0
12402,[1192],Lima Landscaping & Construction,238990.0
12403,[1043],Connect Masonry Ltd.,238140.0
12404,[2922],Toronto Construction Association General Contractors' Division,238350.0
12405,[1883],Arnprior Regional Health (Arnprior And District Memorial Hospital),622111.0
12406,[2081],Euro Canadians Masonry Inc.,238140.0
12407,[1327],Barviso Masonry Inc.,238140.0
12408,[1623],C.E.B. Masonry Inc.,238140.0
12409,[562],Compass Group Canada (Beaver) Ltd,722310.0
12410,[1912],Tocha Construction Ltd.,238140.0
12411,[2899],Louri Bricklayers Ltd.,238140.0
12412,[1115],Brisa Masonry Inc.,238140.0
12413,[1502],Kings Masonry Ltd.,238140.0
12414,[324],1651874 Ontario Ltd. O/A Nos Norte,238140.0
12415,[2317],Ja General Construction Ltd.,238140.0
12416,[637],All Star Masons Inc.,238140.0
12417,[1541],Paimogo Bricklayers Ltd.,238140.0
12418,[299],Gtg Masonry Ltd.,238140.0
12419,[898],Revera Long Term Care Inc.,623110.0
12420,[1340],Maplegreen Construction Inc.,238140.0
12421,[170],Walter Masonry Ltd.,238140.0
12422,[3010],Progress Masonry Ltd. (735944 Ontario Ltd.),238140.0
12423,[2572],A & M Bricklayers Corporation,238140.0
12424,[2220],Apollo 8 (A Capital Contractors Company),561722.0
12425,[1085],Townview Masonry Ltd.,238140.0
12426,[115],"1367178 Ontario Inc. c.o.b as: The Westmount, The Wynfield, The Woodhaven, The Waterford",623110.0
12427,[20],1237053 Ontario Ltd. O/A United Masonry,238140.0
12428,[1],Rocky River Construction Ltd.,236110.0
12429,[1223],Cobourg Masonry (1067447 Ontario Ltd.),238140.0
12430,[9],Grenco Masonry Ltd.,238140.0
12431,[359],Westcastle Masonry Limited,238140.0
12432,[1782],Ferrel Bricklayers Ltd.,238140.0
