,organization_name,naics_code,Predicted Cluster
8546,Compass Group Canada Ltd. operating as Eurest Dining Services,722310.0,[7]
8547,Religious Hospitallers Of Saint Joseph Of The Hotel Dieu Of Kingston,622111.0,[668]
8548,Interlake Acquisition Corporation Limited dba Dunn Paper Company,322122.0,[875]
8549,Victorian Order of Nurses,621610.0,[13]
8550,Woodbine Entertainment Group,711213.0,[544]
8551,Olex,484110.0,[375]
8552,City Park Co-Operative Apartments Inc.,531111.0,[2731]
8553,Expertech Network Installation,541330.0,[2256]
8554,AV Terrace Bay Inc,322112.0,[2765]
8555,1016747 Ontario Limited c.o.b. Covington Group,238990.0,[2294]
8556,Compass Canada Support Services Ltd O/A Eurest Services,561722.0,[58]
8557,Lakehead District School Board,611110.0,[340]
8558,Carrington Homes (Courtice) Ltd,236110.0,[43]
8559,Corporation of The Township of South Frontenac,913910.0,[349]
8560,Clement Utility Contractors Inc,237990.0,[2094]
8561,Oldcastle Building Products Canada Inc.,327330.0,[573]
8562,York Catholic District School Board,611110.0,[613]
8563,Compass Group Canada Ltd.,722310.0,[7]
8564,City of Ottawa,485110.0,[672]
8565,St Clair Catholic District School Board,611110.0,[247]
8566,Livingston Lodge,623310.0,[1362]
8567,Tilbury Concrete Transport Inc.,327320.0,[782]
8568,Waterloo North Hydro Inc.,221122.0,[2212]
8569,Sodexho Ms Canada Ltd,722310.0,[368]
8570,Limestone District School Board,611110.0,[1000]
8571,"Steel Speed, 920919 Ontario Inc.",331221.0,[2953]
8572,Corporation Of The City Of Brantford,913910.0,[2]
8573,Bell Express Vu Lp,515210.0,[2101]
8574,"Summit Food Service Distributors, Division of Colabor LP",413110.0,[727]
8575,Nutra Services Inc.,722310.0,[453]
8576,St. Joseph's Home Care (SJHC),621610.0,[40]
8577,Algoma University,611310.0,[1192]
8578,Central West Specialized Developmental Services,623210.0,[3024]
8579,Barrie Police Services Board,913130.0,[872]
8580,Diamond Exhibits Ltd,238390.0,[1724]
8581,Bluewater District School Board,611110.0,[592]
8582,Catholic Cemeteries & Funeral Services- Archdiocese of Toronto,812220.0,[651]
8583,291 Construction Ltd.,237990.0,[2933]
8584,Toronto Grace Health Centre,622310.0,[3007]
8585,Victorian Order of Nurses Canada - Ontario,621610.0,[13]
8586,McMaster University,611310.0,[18]
8587,Trifield Construction Co Ltd,237310.0,[1266]
8588,Aurora Crane Service Ltd,238910.0,[123]
8589,St. Joseph's Care Group St. Joseph's Hospital,622310.0,[217]
8590,Huron Perth Health Unit,621494.0,[316]
8591,Carillion Canada Inc.,561722.0,[321]
8592,Fisher Wavy Inc.,327320.0,[1831]
8593,Novotel Mississauga,721111.0,[375]
8594,St. Josephs Lifecare Centre,623110.0,[1125]
8595,The Shoreview at Riverside,623310.0,[2541]
8596,S. O'Keefe Holdings Ltd & Michael O'Keefe Ltd,238990.0,[705]
8597,Expert Asphalt,237990.0,[3088]
8598,Revera Long Term Care Inc,,[57]
8599,1011786 Ontario Inc (Sousa Ready Mix),238140.0,[3081]
8600,Corporation of The Municipality of Chatham-Kent,621494.0,[59]
8601,Consolidated Wrecking Co Ltd,238910.0,[305]
8602,J.L. Mcconnell Contracting Ltd,237990.0,[409]
8603,Canadian Niagara Power Inc,221122.0,[2077]
8604,Fort Erie Live Racing Consortium,711213.0,[1664]
8605,Nexcycle Plastics Inc.,326198.0,[712]
8606,Children's Aid Society of London And Middlesex,624110.0,[81]
8607,Resolute Forest Products,321111.0,[256]
8608,ABC INOAC Exterior Systems,326193.0,[907]
8609,Greenspoon Specialty Contracting Ltd,236220.0,[3050]
8610,Spadoni Leasing Limited C.O.B. As National Car Rental,532111.0,[6]
8611,Lambton Hot Mix Ltd.,237990.0,[2085]
8612,Bunzl Canada Inc.,418220.0,[124]
8613,Ground Aerial Maintenance Service Ltd,237110.0,[1184]
8614,Canada Post Corp,491110.0,[1316]
8615,District School Board of Niagara,611110.0,[93]
8616,2291163 Ontario Inc. O/A Rims Transport,484121.0,[2980]
8617,OPGI Management Limited Partnership,531310.0,[245]
8618,Bryanston Landscaping Ltd,238990.0,[1554]
8619,Eden Villa Retirement and Assisted Living,623110.0,[346]
8620,Great Lakes Pilotage Authority,488332.0,[145]
8621,Castel Crane Ltd,238120.0,[408]
8622,Sterling Tile & Carpet,238330.0,[1251]
8623,East Toronto Community Legal Services,541110.0,[444]
8624,Utility Contractors' Association of Ontario Incorporated,237130.0,[2318]
8625,Western Waffles Corp.,311410.0,[371]
8626,Crown In Right of Ontario Represented By Management Board of Cabinet (Government of Ontario),912120.0,[302]
8627,Something Special Children's Centre,624410.0,[1024]
8628,Startel Masonry Contracting Ltd,236220.0,[2546]
8629,Peel District School Board,611110.0,[434]
8630,Listowel Memorial Hospital,622111.0,[666]
8631,Canadian National Railway Co,482113.0,[442]
8632,Halton Catholic District School Board,611110.0,[163]
8633,Larsen And Shaw Limited,332510.0,[1975]
8634,Peterborough Regional Health Centre,622111.0,[731]
8635,St Catharines Transit Commission,485110.0,[2470]
8636,Corporation of the Township of Augusta and the Augusta Township Public Library Board,913910.0,[349]
8637,Canadian Structural & Mechanical Ltd,331210.0,[2972]
8638,International Automotive Components Canada ULC,336110.0,[1186]
8639,Hyatt Hotels Of Canada Inc. Dba Hyatt Regency Toronto,721111.0,[246]
8640,2001 Concrete Floor Finishers Ltd,238120.0,[69]
8641,Northern Credit Union Ltd,522130.0,[1718]
8642,Niagara Ina Grafton Gage Home of The United Church,623310.0,[1299]
8643,Artcon Forming Ltd,238190.0,[1086]
8644,Notre Dame Hospital,622111.0,[1007]
8645,Alliance Fabricating Ltd,332410.0,[2701]
8646,Mascarin Collision Centre,811121.0,[2015]
8647,Archie Gillis Trucking,237990.0,[2170]
8648,Brennan Paving Ltd,237310.0,[2188]
8649,Cargojet Airways Ltd.,481110.0,[812]
8650,Simcoe Muskoka Catholic District School Board,611110.0,[378]
8651,Durham Catholic District School Board,611110.0,[1081]
8652,Brain Injury Services of Hamilton (c.o.b. as BISH),623993.0,[2247]
8653,Swissport Canada Handling Inc,488519.0,[1071]
8654,Dibco Underground Ltd,237130.0,[3043]
8655,"366838 Ontario Ltd, City-Wide Taxi",485310.0,[2047]
8656,Norfolk General Hospital/Norfolk Hospital Nursing Home,622111.0,[665]
8657,Corporation of The Town of Penetanguishene,913910.0,[103]
8658,Mcbride Metal Fabricating Corp,332118.0,[1072]
8659,National Silicates (an affiliate of PQ Corporation),325189.0,[1033]
8660,Westin Harbour Castle Hotel,721111.0,[3019]
8661,Roseland Golf And Curling Club Ltd,713910.0,[1387]
8662,Eaton Corporation,416110.0,[875]
8663,Compass Canada Support Services Limited o/a Eurest Services,561722.0,[58]
8664,Beth Tzedec Congregation,611110.0,[375]
8665,Toronto Plaza Hotel and Conference Centre,721111.0,[866]
8666,Coppley Apparel Group Ltd,315226.0,[436]
8667,General Motors of Canada Company,541710.0,[1798]
8668,"Aramark Canada Ltd., Vending Services",454210.0,[1347]
8669,Sobeys Inc.,413110.0,[2753]
8670,Rose Valley Homes,236110.0,[2656]
8671,Treasury Board of Canada,911910.0,[11]
8672,Set Point Service,236110.0,[886]
8673,Corporation of The Town of Essex,913910.0,[103]
8674,Direct Elevator Service Ltd.,238291.0,[1045]
8675,Foyer Richelieu Welland Inc.,623110.0,[1426]
8676,Rothsay A Division of Darling International Canada Inc.,311614.0,[209]
8677,Xpress Hydroseeding & Erosion Control Inc,238990.0,[99]
8678,Crowle Fittings And Supply Ltd,332810.0,[1975]
8679,Bee-Clean Building Maintenance,561722.0,[41]
8680,National Research Council of Canada,911910.0,[415]
8681,Hastings And Prince Edward District School Board,611110.0,[272]
8682,Corporation of the Municipality of Oliver Paipoonge,913910.0,[59]
8683,"CIMS Limited Partnership, AlumaSafway Services ULC, Triple Crown Enterprises Ltd.",238390.0,[350]
8684,Manitoulin Health Centre,622111.0,[587]
8685,Corporation of The Town of Gananoque,913140.0,[103]
8686,Community Living Walkerton and District,623210.0,[2756]
8687,COSTI Immigrant Services,624190.0,[1632]
8688,Applefest Retirement Lodge,623310.0,[2710]
8689,Thames Valley District School Board,611110.0,[109]
8690,Vicwest Corporation (Vicwest Div),332329.0,[875]
8691,Toronto Transit Commission,485110.0,[602]
8692,Near North District School Board,611110.0,[121]
8693,Parry Sound Rcssb,611110.0,[2362]
8694,4M Construction,237310.0,[32]
8695,March of Dimes Canada - Villa Verdi,623222.0,[125]
8696,Royal Ready Mix Inc.,327320.0,[2610]
8697,Barviso Masonry Inc,238140.0,[1667]
8698,Melas Co. Ltd.,238390.0,[1332]
8699,Corporation of The Town of Newmarket,913910.0,[103]
8700,Extendicare (Canada) Inc,623110.0,[723]
8701,Canadian Structural & Mechanical Ltd.,238990.0,[2972]
8702,Brennans Crane Services Ltd,238910.0,[408]
8703,Aramark Canada Ltd.,722310.0,[33]
8704,Aldershot Landscape Contractor Ltd,238990.0,[1411]
8705,Corporation of the Town of Orangeville,913140.0,[103]
8706,GDI Services (Canada) LP,561722.0,[27]
8707,Pepsico Beverages Canada,413210.0,[676]
8708,Roy-Val Construction Ltd,237990.0,[44]
8709,Interpaving Limited,237110.0,[6]
8710,GDI Integrated (Canada) LP,561722.0,[27]
8711,York Condominium Corporation No. 187,531310.0,[2796]
8712,Brambles Canada Inc,511140.0,[144]
8713,Peel Condominium Corporation #307,531310.0,[200]
8714,Alexandria Builders Supplies Ltd,416310.0,[1253]
8715,Garda Security Screening Inc.,561612.0,[2748]
8716,KMP Construction Ltd,237130.0,[44]
8717,Commercial Cleaning Services,561722.0,[74]
8718,Wakefield Canada Inc,324190.0,[144]
8719,County of Oxford,913910.0,[1240]
8720,Kenora Hydro Electric Corporation Ltd.,221122.0,[38]
8721,Children's Aid Society of Hamilton,624110.0,[81]
8722,Super 8 Motel (1978 Holdings),721114.0,[2409]
8723,York University,611310.0,[9]
8724,Corporation of the Township of Stirling-Rawdon,913910.0,[349]
8725,Aramark Canada Ltd,722310.0,[551]
8726,Unilever BCS Canada Inc.,311990.0,[124]
8727,Canada Building Materials Company,327320.0,[177]
8728,Portelance Cutting & Coring 1343633 Ontario Inc,238990.0,[1842]
8729,Sunnycrest Nursing Homes Limited,623110.0,[1250]
8730,Ingerwood Construction Ltd,237310.0,[3006]
8731,Cameco Corp,331410.0,[2705]
8732,Greater Sudbury Hydro Inc.,221122.0,[1068]
8733,Canadian Automatic Sprinkler Association,238220.0,[1603]
8734,Regional Municipality of Peel,623110.0,[1189]
8735,Langstaff Construction Co,237130.0,[1266]
8736,Community Living Kincardine & District,623210.0,[2756]
8737,Corporation of The Town of Hawkesbury,913140.0,[103]
8738,Da-Ter Excavating Ltd.,237990.0,[958]
8739,Canada Catering Co Ltd,722320.0,[1873]
8740,Mcbeath Bros Contracting Ltd,237120.0,[2055]
8741,Di Donato Enterprises,238140.0,[370]
8742,Union of Safety and Justice Employees,813930.0,[529]
8743,Corporation of The County of Grey,913910.0,[136]
8744,William Osler Health Centre,622111.0,[196]
8745,2412323 Ontario Inc. o/a Chatham Comfort Inn,721111.0,[2980]
8746,Total Underground Solutions Co Ltd,237110.0,[511]
8747,Milo-FAIS,493120.0,[375]
8748,Dare Foods Limited,311340.0,[621]
8749,"Good Humor-Breyers, Simcoe Division of Unilever Canada Inc",311520.0,[2327]
8750,Alfidome Construction Limited,237310.0,[283]
8751,St. Catharines Public Library Board,519121.0,[1125]
8752,Knights Inn Toronto East,721111.0,[1582]
8753,Castleton Homes Ltd,236110.0,[43]
8754,Waterloo Catholic District School Board,611110.0,[130]
8755,Corporation of The City of Brantford,913910.0,[2]
8756,Aramark Canada Ltd.,722310.0,[33]
8757,Bellair Designs Interlock & Const Ltd,238990.0,[99]
8758,Chislett Asphalt Roofing Ltd.,238160.0,[3088]
8759,Art Gallery of Ontario,712111.0,[363]
8760,Davidson Crane Service,237990.0,[123]
8761,Aecon Construction Group Inc,237130.0,[344]
8762,Nipissing-Parry Sound Catholic District School Board,611110.0,[550]
8763,Womens College Hospital,622111.0,[845]
8764,Elm Developments Corp,236110.0,[781]
8765,Conseil Scolaire Catholique MonAvenir,611110.0,[1671]
8766,Peel Condominium Corporation No. 30,531310.0,[200]
8767,Blue Con Construction Inc,237310.0,[1120]
8768,Burlington Hydro Inc,221122.0,[3070]
8769,S & F Excavating Limited,238990.0,[576]
8770,Construction Association of Thunder Bay Inc,238120.0,[32]
8771,Houselink Community Homes,624220.0,[518]
8772,Parkland on the Glen,623110.0,[1598]
8773,Windsor Police Services Board,913130.0,[2896]
8774,"Better Child Care Ontario Inc., Ontario Coalition For Better Child Care",624410.0,[2407]
8775,Rouge Valley Health System,622111.0,[301]
8776,Board of Governors Ryerson University,611310.0,[62]
8777,Strive Tech Elevator Services,238291.0,[1638]
8778,Services de Sante de Chapleau Health Services,622111.0,[375]
8779,Hotel-Dieu Grace Hospital,,[347]
8780,Huron-Perth Catholic District School Board,611110.0,[586]
8781,Greater Essex County District School Board,611110.0,[397]
8782,Windsor Regional Hospital,622111.0,[239]
8783,Family And Children's Services of St Thomas And Elgin,624110.0,[2846]
8784,Save The Children Canada,813410.0,[2541]
8785,Recipe Unlimited Corporation (Swiss Chalet Restaurants),722511.0,[875]
8786,A C M 2007 Ltd,237990.0,[416]
8787,Carleton University,611310.0,[201]
8788,Mapei Inc.,325520.0,[25]
8789,Revera Long Term Care Inc operating as Columbia Forest Long Term Care Centre,623110.0,[57]
8790,University Students' Council of the University of Western Ontario,813410.0,[375]
8791,Maple Leaf Structural Ltd,238.0,[2312]
8792,Don Anderson Haulage Limited,484110.0,[1263]
8793,"HAND Association of Sewer, Watermain and Road Contractors on behalf of LM Enterprises",237110.0,[132]
8794,Corporation of The County of Elgin,519121.0,[136]
8795,General Mills Canada Corporations,413120.0,[527]
8796,Ontario Lottery And Gaming Corp,713210.0,[153]
8797,Kirby Perkins Mechanical,238220.0,[1577]
8798,JB Contracting,236110.0,[184]
8799,Chubb Edwards,334290.0,[600]
8800,Russel Specialty Metals - Division of Russel Metals Inc.,416210.0,[3050]
8801,Transit Windsor,485110.0,[2532]
8802,Norascon,237110.0,[2608]
8803,National Gallery of Canada,712111.0,[2870]
8804,Gay Lea Foods Cooperative Limited,311515.0,[2248]
8805,Bell Robin Contracting Ltd,237120.0,[2101]
8806,Silgan Plastics Canada Inc,326160.0,[712]
8807,Trentway-Wagar Inc,485210.0,[2872]
8808,Bagel Plus Bakery,311814.0,[375]
8809,Conseil Scolaire Catholique Franco-Nord,611110.0,[1671]
8810,Corporation of the City of Markham,913910.0,[2]
8811,Corporation of The Township of Norwich,913910.0,[349]
8812,R & D Construction (Niagara) Ltd,237130.0,[2593]
8813,Corporation of The City of Pickering,913910.0,[2]
8814,ICAN - Independence Centre and Network,623993.0,[213]
8815,Skilled Trades (Owen Sound) Inc,238990.0,[1657]
8816,Unifor Local 87-M Southern Ontario Newsmedia Guild,813930.0,[1145]
8817,M.T.C.C. No. 905,531310.0,[375]
8818,Corporation of the City of Thorold,913140.0,[2]
8819,Solmax Texel,238910.0,[375]
8820,823700 Ontario Limited carrying on a business as Elliot Lake Foodland,445110.0,[274]
8821,Rainbow District School Board,611110.0,[287]
8822,Redline Structures Ontario Inc.,238110.0,[2509]
8823,University of Ontario Institute of Technology,611310.0,[265]
8824,Regional Municipality of Halton,913910.0,[2885]
8825,Plantastic Roofscapes,238160.0,[375]
8826,Delram Construction Ltd.,238990.0,[151]
8827,Fort William Golf and Country Club,713910.0,[2690]
8828,Canadian Union of Public Employees,813930.0,[89]
8829,R.L. General Contractor,238220.0,[1408]
8830,Lafarge Construction Materials A Division of Lafarge Canada Inc.,327320.0,[32]
8831,City of Ottawa,913910.0,[672]
8832,Sudbury Catholic District School Board,611110.0,[1143]
8833,Lafarge Canada Inc.,327320.0,[107]
8834,Temiskaming Hospital,622111.0,[249]
8835,Kingston Health Sciences Centre,622111.0,[208]
8836,Trim-Gard Co Ltd,336360.0,[305]
8837,Indu-Com Inc.,238320.0,[25]
8838,Revera Long Term Care Inc. operating as Village on the Ridge,623310.0,[57]
8839,Weston Bakeries Limited,413190.0,[229]
8840,Corporation of The Municipality of Leamington,913910.0,[59]
8841,Sun Media Corp,511110.0,[732]
8842,GDI Services (Canada) LP,561722.0,[27]
8843,Corbett Wrecking Co,238910.0,[305]
8844,Sara Vista Nursing Home,623110.0,[2642]
8845,Mount Pleasant Group of Cemeteries,812220.0,[1861]
8846,Ottawa-Carleton Lifeskills Inc,623222.0,[2076]
8847,Revera Long Term Care Inc,623110.0,[57]
8848,National Capital Road Builders Assn,237310.0,[3104]
8849,Masterfeeds Inc,311119.0,[1911]
8850,Upper Canada District School Board,611110.0,[1163]
8851,Apollo 8 Maintenance Services Inc,561722.0,[404]
8852,Chartwell Heritage Retirement Residence,623310.0,[139]
8853,1730774 Ontario Inc,236220.0,[3081]
8854,Domca Construction Ltd,236220.0,[1797]
8855,Bellai Brothers Construction Ltd (Bellai Brothers Canada),238990.0,[44]
8856,Furfari Paving Co Ltd,237310.0,[860]
8857,Electrical Power Systems Construction Association,237130.0,[55]
8858,John Bianchi Grading Ltd,236220.0,[1808]
8859,Township of West Lincoln,913910.0,[928]
8860,Great Gulf Homes,236110.0,[2265]
8861,First Choice Interlock (2014) Inc.,237310.0,[713]
8862,University of Western Ontario,611310.0,[598]
8863,Canadian Union of Postal Workers,813930.0,[89]
8864,University Health Network (Princess Margaret Hospital),622111.0,[243]
8865,Greater Essex County District School Board,611110.0,[397]
8866,High Performance Construction/Huinink Construction Inc,238120.0,[2437]
8867,Lakehead District School Board,611110.0,[340]
8868,Form & Pour Construction,238340.0,[2159]
8869,Herc Rentals,532410.0,[2911]
8870,Groupe Média TFO,515120.0,[3198]
8871,John Deere Ltd,417110.0,[1521]
8872,Booth Centennial Healthcare Linen Services,812330.0,[375]
8873,Perth and Smiths Falls District Hospital,622111.0,[594]
8874,Winona Wood,237990.0,[2130]
8875,Leisureworld Inc,623110.0,[1424]
8876,Ontario Government (Crown In Right of Ontario),912910.0,[2880]
8877,Duramain Inc,237990.0,[1911]
8878,Corporation of The City of Timmins,913910.0,[2]
8879,Mopal Construction Ltd,237310.0,[2536]
8880,Bob Rumball Canadian Centre of Excellence for the Deaf,623993.0,[2245]
8881,"CIMS Limited Partnership, AlumaSafway Services ULC, Triple Crown Enterprises Ltd.",238390.0,[350]
8882,Unity Health Toronto,622111.0,[468]
8883,Kpm Industries Ltd,237310.0,[118]
8884,Specialty Care Inc,623110.0,[1499]
8885,Securitas Canada Limited,561612.0,[106]
8886,Sirro Brothers Cement Finishing & Spray,238190.0,[2365]
8887,Enzo Paving Inc,237990.0,[595]
8888,Canadian Blood Services,621990.0,[636]
8889,Corporation of The County of Renfrew,623110.0,[136]
8890,Royal Development LP operating as Cedarvale Lodge Retirement Care Community,623110.0,[2371]
8891,Town of Plympton-Wyoming,913910.0,[401]
8892,Service Star Building Cleaning Inc.,561722.0,[162]
8893,University Health Network,622111.0,[243]
8894,"Agropur, Division of Natrel",311511.0,[2574]
8895,1256458 Ontario Ltd,237130.0,[1853]
8896,Oshawa Community Credit Union Ltd,522130.0,[1122]
8897,Demers Excavation,237130.0,[1460]
8898,Kapfer Management Consultants Inc,237110.0,[1744]
8899,Pine Villa Nursing Home Inc,,[1311]
8900,Corporation of The City of Kitchener,221122.0,[2]
8901,Celerity Staffing Inc,561310.0,[87]
