organization_name,naics_code
1581205 Ontario Inc (Extream Roofing & Design),238160.0
Brantford Public Library Board,519121.0
Jarlette Leacock and Royal Rose,623110.0
Holland Christian Homes Inc.,623110.0
Mario Grace Roofing,238160.0
Regional Municipality of Durham,623310.0
Metro Ontario Inc. c.o.b. as Metro Greenbank,445110.0
Protectolite Composites Inc.,326198.0
University of Waterloo,611310.0
Omni Facility Services Canada Ltd,561722.0
Medex Courier Service Ltd.,492110.0
CanWel Building Materials Division,416320.0
L.T.L. Contracting Ltd.,236220.0
Muskoka Algonquin Healthcare,622111.0
Canada Building Materials Company,327320.0
Community Living North Grenville,623210.0
Hardrock Highway Maintenance Inc,238990.0
Halton Regional Police Services Board,913130.0
Hallmark Housekeeping Services Inc.,561722.0
Entegrus Powerlines,221122.0
Applewood Manor Limited Partnership,623310.0
Duke Electric Ltd,335312.0
Pembroke Police Services Board,913130.0
Lacroix Construction Co. (Sudbury) Ltd.,237310.0
Women's Place of South Niagara Inc.(Serenity Place),623991.0
New Look Marble Restorations Inc,236220.0
Redpath Sugar Ltd,311310.0
Greentario Landscaping (2006) Inc.,238990.0
Shrader Canada Limited,325999.0
Border Press Inc,323119.0
Revera Long Term Care Inc. (Elmwood Place),623110.0
GDI Services (Canada) LP,561722.0
Children's Aid Society of the Regional Municipality of Halton,624110.0
Non-Destructive Testing Companies And Ndt Management Assn,238990.0
Hunter Douglas Canada L.P.,337920.0
Tcg Asphalt & Construction Inc,237310.0
Steed and Evans Limited,237310.0
Winona Wood,237110.0
Tomlinson Environmental Services Ltd,562210.0
Hemu Incorporated carrying on a business as Sleep Inn,721111.0
Gananoque And District Assn For Community Living,
North America Construction (1993) Ltd.,237990.0
Bluridge Inc,237990.0
Northern Communications Services Inc.,416110.0
Independent Unionized Landscaping Contractors’ Association on behalf of JMJ Construction Inc,238990.0
"Canon Canada Inc., Business Solution Division",417910.0
Sora Contractors Inc.,237990.0
Nexus Community Credit Union,522130.0
Nipissing Community Legal Clinic,541110.0
Topnotch Building Maintenance Ltd,561799.0
"Canadian Union of Public Employees, Local 4400",813930.0
Resolute FP Canada Inc. and Fibrek General Partnership,322121.0
Lakehead Newsprint (1990) Limited,322122.0
Sears Canada Inc,452110.0
Kinectrics Inc,541330.0
Louis Dreyfus Commodities Canada Ltd.,312110.0
T & M Mechanical Ltd,238220.0
Durham Catholic District School Board,611110.0
Prescott Masonry & Restoration,238140.0
"Genpak, a division of Great Pacific Enterprises L.P.",326150.0
Peterborough Youth Services,624110.0
Real Canadian (No Frills) Wholesale Club,445110.0
Sasco Tubes and Roll Forming Inc.,331221.0
Shur-Lok Products,336110.0
Active Masonry,238140.0
Dessureault's Your Independent Grocer,445110.0
Total Site Works Inc,237990.0
Tony Genua Excavating Ltd,237130.0
Luba Homes/Lubaform Concrete Ltd,236110.0
Four Points by Sheraton Niagara Falls Fallsview,721111.0
Gdi Services (Canada) Lp,561722.0
Mini-Skool A Child's Place Inc,624410.0
Carleton Place And District Memorial Hospital,622111.0
Corporation Of The City Of Sault Ste Marie,485110.0
Aramark Canada Ltd.,722310.0
Metro Ontario Inc. c.o.b. as Metro Ogilvie,445110.0
Donia Aluminum & Roofing Ltd.,238160.0
Service Employees International Union Local 2,813930.0
Vaughan Public Library Board,519121.0
Township of Osgoode Care Centre,623110.0
Corporation of The City of Elliot Lake,913140.0
Teskey Concrete Co. Ltd.,327320.0
University of Guelph,611310.0
ERTH (Holdings) Inc.,561990.0
Metro Ontario Inc.,445110.0
L.C.D. Mechanical Inc,238160.0
Ram Roger And Myrt Excavating,237990.0
Brown's Fine Food Services Inc.,722310.0
Euro-Ex Construction,237990.0
Hamilton Beach Brands Canada Inc,335210.0
Battenfeld Grease (Canada) Ltd.,324110.0
Revera Long Term Care Inc. operating as Pinecrest Manor,623110.0
Beaverhall Homes,236110.0
Complete Concrete Cutting & Coring Inc.,238990.0
Dearness Home (The Corporation of The City of London),623110.0
Westin Ottawa,721111.0
Redwoods Ottawa Retirement Residence Inc,623310.0
Workplace Safety & Insurance Board,912150.0
Yundt Brothers Construction Ltd,237310.0
AXR Operating (National) LP operating as Sherwood Court Long Term Care Centre,623110.0
Haliburton Highlands Health Services,622111.0
744457 Ontario Ltd. o/a Veterans Transportation,485310.0
Glen Dimplex Americas Ltd,333416.0
Perth Police Services Board,913130.0
Metro Ontario Inc. c.o.b. as Metro Blackburn,445110.0
Corporation of the County of Huron - Huronview/Huronlea Homes for the Aged,623310.0
Carrier Mausoleum Construction Inc,238340.0
1135782 Ontario Ltd. c.o.b. as Holiday Inn Express Toronto - North York,721111.0
Livingston International Inc,488519.0
Mattawa Industrial Services Inc,237120.0
Areva Np Canada,238990.0
Gio Crete Construction Ltd,237110.0
"Sysco Thunder Bay a division of Sysco Canada, Inc.",413110.0
Samuel and Son,331317.0
Penfinancial Credit Union Limited,522130.0
GDI Services (Canada) LP,561722.0
Independent Unionized Landscaping Contractors’ Association on behalf of Landtar Construction Inc,238990.0
Corporation of The County of Renfrew,621911.0
Omni Facilities Services Canada Ltd,561722.0
Magnus Engineering & Construction Ltd,237310.0
Nestle Purina Petcare,311111.0
Algoma Steel Inc.,331110.0
Redpath,311990.0
Salvation Army New Hope Leslieville,624220.0
Land Construction Co Ltd,238390.0
National Capital Road Builders Association,237310.0
London Hydro Inc.,221122.0
Magic Maintenance (2000) Inc,561722.0
Regional Municipality of Niagara Homes for the Aged,623110.0
Metcap Living Properties Inc.,531310.0
Slovenian Linden Foundation o/a Dom Lipa,623110.0
Thunder Bay Police Services Board,913130.0
Revera Long Term Care Inc,623110.0
Cargill Ltd,311611.0
Oldcastle Building Products Canada Inc. (Permacon - Bolton Plant),327330.0
"Henry Company Canada, Inc.",324122.0
Hammond Power Solutions Inc,335311.0
Corporation of the Municipality of Whitestone,913910.0
Board of Health Middlesex-London Health Unit,621494.0
Artex Systems Inc,327330.0
Hamilton Forming Ltd,238190.0
Bowmanville Foundry Company Limited,331511.0
SGS Canada Inc.,213118.0
Freeman Exposition Ltd.,541420.0
Veolia Es Canada Industrial Services Inc.,541990.0
Quality Hotel & Conference Centre,
J Logan Kerr Ltd Transport O/A Kerr Crane Service,236110.0
Weston Bakeries Ltd.,311814.0
"Driver's Industrial Installation Ltd., FT Asset Management Services Integrated Ltd.",238390.0
Scugog Memorial Public Library Board,519121.0
Harsco Metals,327990.0
Hospitality Fallsview Holdings Inc.,721111.0
Brookfield Power Wind Operations LP,221119.0
Metroland Media Group Ltd,511110.0
Denos Plumbing And Heating Ltd,238220.0
Merit Elevator Services Co Inc,238291.0
London Health Sciences Centre,622111.0
Toronto Community Resource Connections,621420.0
Michelin Construction Group Inc,238140.0
Metric Utilities Ltd,237120.0
Blue-Con Inc.,236210.0
Corporation of the Township of North Glengarry,913910.0
Canadian Mental Health Association,621420.0
Santé Manitouwadge Health,622111.0
"Unifor, Local 673",813930.0
Residential Heating Ventilation Contractors Association,238220.0
"VON Canada - Ontario Branch, Chatham-Kent Site",621610.0
Belcrest Nursing Homes Limited (The Belomnt),623110.0
Tj Mechanical,238220.0
Aramark Canada Ltd.,561722.0
Compass Group Canada (Beaver) Ltd.,722310.0
Acadia Broadcasting Ltd,515110.0
Milton Public Library Board,519121.0
Monica Place,623999.0
Northern Ontario Library Service Board,519121.0
Keewatin-Patricia District School Board,611110.0
A Valente & Sons,237110.0
North Bay Parry Sound District Health Unit,621494.0
Sofina Foods Inc,311615.0
Labelle & Fils Plumbing & Heating Ltd,238220.0
Corporation of The City of Sault Ste Marie,913910.0
Crossby Dewar Inc,238310.0
Riverstone Oakpark Limited Partnership - Oak Park Retirement Community,623310.0
Rodmen Employer Bargaining Agency,238120.0
University of Guelph,611310.0
"International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmith, Forgers and Helpers, Local 128",813930.0
Renfrew County District School Board,611110.0
Corporation of The County of Lambton,913910.0
Kingston Health Sciences Centre,622111.0
County Mechanical Inc,238220.0
Notre Dame Cemetery/Cimetière Notre-Dame,812220.0
Lennox-Addington County General Hospital,622111.0
Board of Governors of Exhibition Place,713110.0
Tmk Contracting,237990.0
Gibson Restoration Inc.,236110.0
Maltby Centre,623222.0
Timmins Police Services Board,913130.0
Con-Elco Ltd,237130.0
PepsiCo Beverages Canada,312110.0
Glengarry News Ltd,511110.0
Superior Air Systems Ltd,238220.0
Calyx Ground Transportation Solutions A Division Of Calyx Transportation Group Inc.,488519.0
Provincial Chrysler Ltd.,441110.0
Donohue Forest Products Inc,322122.0
Albuquerques Concrete Forming Inc,238190.0
6459293 Canada Inc. (C.O.B. As Db Ontario) And 9118-4457 Quebec Inc. (C.O.B. As Abf),414510.0
1343350 Ontario Ltd (G J C Enterprises),238350.0
1633509 Ontario Ltd,238220.0
Simcoe Mechanical Contracting (1986) Ltd,238990.0
Air Flow Testing And Balancing,238220.0
Exhibit Builders Group of Ontario,238390.0
Kenora Catholic District School Board,611110.0
Waste Management of Canada Corporation,562210.0
Breakaway Addiction Services,623221.0
Independent Contractors Assn,236220.0
Syncreon Canada Inc,336310.0
Faga Construction Co,236220.0
Valle Structures Inc,236220.0
HCN-Revera Lessee (Fergus Place) GP,623110.0
IKO Industries Ltd.,324122.0
Greater Essex County District School Board,611110.0
Compass Canada Support Services Limited,561722.0
Shallowbrook Excavating,237990.0
Queensway-Carleton Hospital,622111.0
Crosstown Obayashi Technicore Contractors Ltd,236220.0
CEE Elevator Service Ltd.,238291.0
N. Tepperman Limited,442110.0
Taylor Creek Co-Operative Homes Inc.,531112.0
Lafarge Paving & Construction (Eastern) Ltd,237310.0
Granitek Masonry Ltd,238140.0
Upper Canada District School Board,611110.0
Yellow Pages Digital & Media Solutions Ltd,511140.0
Entegrus Powerlines Inc.,221122.0
Banwell Gardens,623110.0
Tb Gradall Rental,237990.0
Dufferin Oaks Long Term Care Home,623110.0
McDermid Paper Converters Ltd.,322299.0
Treehill Homes (1809454 Ont. Inc),238220.0
Bank Of Nova Scotia,522111.0
National Arts Centre Corp,711311.0
A G Simpson Automotive Inc,336110.0
Canadian National Institute for the Blind,624190.0
S. Gumpert of Canada Ltd,311814.0
Regional Municipality of Niagara Police Services Board,913130.0
Amphora Maintenance Services Inc,561722.0
Robert Cruikshank Cleaning,561722.0
Zellers Inc,452110.0
Waste Management of Canada Corporation,562210.0
Voith Canada Inc.,326198.0
Canadian Bank Note Company Limited,323119.0
A. Raymond Tinnerman,332720.0
Corporation of the Town of Whitchurch-Stouffville,913140.0
Venetor Crane Ltd,237990.0
Heron Terrace Long Term Care Community,623110.0
"CIMS Limited Partnership, AlumaSafway Services ULC, Triple Crown Enterprises Ltd.",238390.0
Hydro One Inc,237130.0
Independent Electricity System Operator,221121.0
Minto One80Five,721111.0
Cherwill (Cherwill D Liscombe),238910.0
Villa Leonardo Gambin Centre,623110.0
Giffin Sheet Metals Ltd.,332810.0
"Brantford Expositor, A Division of Sun Media",511110.0
Scandinavian Building Services 1991 Limited,561722.0
Hope Street Terrace (C.V.H. (6) LP),623110.0
Pinecrest Manor Nursing Home,623110.0
Toddglenn Construction Ltd,236110.0
Algoma District School Board,611110.0
Anixter Canada Inc.,417320.0
Foyer Des Pionniers,623110.0
Manitoulin Health Centre,622111.0
1263389 Ontario Corp (Craneway Equipment Ltd),237110.0
Wade Antenna Inc,334220.0
Nipissing University,611310.0
Rock Concrete Forming Ltd.,238120.0
Corporation of the Municipality of Chatham-Kent,623110.0
Conseil Scolaire De District Catholique Centre-Sud,611110.0
Wexford Residence Inc.,623110.0
Agribrands Purina Canada Inc.,311111.0
Terrazzo Tile & Marble Guild Of Ontario Inc,238340.0
"Canadian Union of Public Employees, Local 87",813930.0
Immigrants Working Centre,624190.0
Compass Group Canada Ltd.,722310.0
Hamilton-Wentworth District School Board,611110.0
American Water Canada Corp,221310.0
Southwestern Sales Corporation Limited,416390.0
John C Sweeney/John C Sweeney Concrete Finishing,238120.0
Kingston Health Sciences Centre,622111.0
Gentile Contracting Ltd,236220.0
Corporation of The Town of Lasalle,913910.0
Community Living Access Support Services,623210.0
Fancy Dell Developments Inc,236110.0
D.S.M. Aluminum Limited,238190.0
Pls Landscaping & Excavation Ltd,237120.0
University of Ottawa/Université d'Ottawa,611310.0
Corporation of The County of Bruce,623110.0
Reimar Forming & Construction,237990.0
D & K Masonry Contracting Ltd,238140.0
Butcher Engineering Enterprises Ltd,325510.0
Metro Ontario Inc (Barn Markets),445110.0
Eurest Dining Services A division of Compass Group Canada Ltd.,722310.0
Markhaven Home For The Aged,623110.0
Prima Forming Ltd,238120.0
"541907 Ontario Ltd, Days Inn Toronto Downtown",721111.0
P T I Ltd,238140.0
Paladin Security Group Limited,561612.0
"HCN-Revera Lessee (Annex) LP by its general partner HCN-Revera Lessee (Annex) GP Inc., operating as “The Annex”, HCN-Revera Lessee (Leaside) LP by its general partner HCN-Revera Lessee (Leaside) GP In",623310.0
Ontario Teachers Pension Plan Board,523920.0
1225338 Ontario Ltd (Mr Pipe Fitter),238220.0
Buildway Masonry Inc,238140.0
Old Oak Properties Inc,531190.0
Ottawa Citizen/Ottawa Sun (a division of Postmedia Network Inc.),511110.0
Metro Toronto Convention Centre Corporation,531120.0
Gerdau Long Steel North America - Oshawa Metallics Raw Materials,418110.0
Cassellholme Home For The Aged,623110.0
Board of Governors of Exhibition Place,713110.0
HCN-Revera Lessee (Rayoak Place) LP,623310.0
Huron-Perth Children's Aid Society,624110.0
Revera Long Term Care carrying on business as ThorntonView Long Term Care,623110.0
Waste Connections of Canada Inc.,562210.0
Haliburton Highlands Health Services,622111.0
1077096 Ontario Ltd. c.o.b. Porta-Flex Manufacturing,238291.0
M T I Mechanical Trade Industries Ltd,238220.0
Sodexo Canada Ltd.,722310.0
General Printing Ink,325910.0
Queen's University,611310.0
Bess and Moe Greenberg Hillel Lodge - Ottawa Jewish Home For The Aged,623110.0
Burnhamthorpe Roofing Co Ltd (1994),238160.0
St Joseph'S Villa,623310.0
Peel District School Board,611110.0
Royal Fence Limited,238990.0
1095854 Ontario Ltd (M G C Contractors),238190.0
Parry Sound District Ems,621911.0
Ontario Northland Railway,482114.0
Corporation of The County of Essex,623110.0
Spar Aerospace Ltd,336410.0
Empress Kanata c.o.b as Chartwell Select Housing,623310.0
Bruce Power Lp,238140.0
Ottawa Community Housing Corporation,531112.0
Saputo Dairy Products Canada G.P.,311511.0
Electrical Power Systems Construction Association,237130.0
City of Hamilton,621911.0
ICS Courier,492110.0
Parkdale Queen West Community Health Centre,621494.0
Barton Retirement Inc (Wellington Nursing Home),623110.0
Tri City Ready Mix Limited,327320.0
Lafarge Construction Materials,327320.0
Coyote Terminals Inc,484210.0
"SSP Canada Food Service, Inc.",722310.0
Jamaican Canadian Association,813410.0
ICS Courier,492110.0
WHL Management LP,311990.0
Terrapure Environmental,562210.0
Trenergy Inc.,332319.0
Jmcc Ltd,238120.0
COPE Ontario,813930.0
Riverside Health Care Services Inc.,623310.0
Tetreault's Valu Mart,445110.0
H & R Canada Inc,238220.0
Workers Health And Safety Centre,813930.0
Sarnia Concrete Pumping Ltd.,237990.0
Fujitec Canada Inc.,238291.0
Resolute Forest Products,322111.0
RVilla Caledonia Retirement Living,623310.0
Waterloo Regional Police Services Board,913130.0
Hamilton Police Services Board,913130.0
Gardens In The Sky Inc,238170.0
Terrazzo Mosaic & Tile Co Ltd,238340.0
Workers Arts & Heritage Centre,712111.0
Pinecrest Nursing Home,623110.0
Gti Aluminum,238160.0
Carleton University,611310.0
Slavko Concrete Finishing,238110.0
Trenton Military Family Resource Centre,624190.0
Hôpital de Mattawa Hospital,622111.0
Country Terrace Nursing Home,623110.0
Nordia (Ontario) Inc.,541611.0
Lady Isabelle Nursing Home,623110.0
Queen's Park Child Care Centre Inc.,624410.0
Pepsico Beverages Canada,413210.0
Five Star Aluminum Ltd,238170.0
Gilchrist Mechanical,238220.0
Corporation of the Town of Bradford West Gwillimbury,913140.0
GDI Services (Canada) LP,561722.0
Rainy River District School Board,611110.0
A.E.M. Equipment Rentals Limited,237310.0
Maystar General Contractors Inc,237110.0
Western Industrial Contractors,238220.0
"2566305 Ontario Inc., Delta Hotels by Marriott, Sault Ste. Marie Waterfront",721111.0
